Код заявки,Дата выдачи,Возраст,Заемщик.Пол,СемейноеПоложение,Иждивенцы,Образование,Вид деятельности,Стаж,Стаж общий,Белый доход,"Месячный доход, руб.","Сумма кредита, тыс. руб.","Месячный платеж, руб.",Просрочек свыше 60 дн.
1001,2/18/2006,30,М,Холост (незамужем),0,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,10657,150,3194,0
1002,2/18/2006,21,М,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 1 до 3 лет,да,10152,122,3300,0
1003,2/18/2006,34,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,17913,248,5519,1
1004,2/19/2006,33,М,Женат (замужем),3 и более,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,6913,108,2492,0
1005,2/19/2006,40,М,Женат (замужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,8472,115,3001,0
1006,2/20/2006,31,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,8764,73,1682,0
1007,2/20/2006,44,Ж,Холост (незамужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,15583,109,2792,0
1008,2/20/2006,26,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,10134,120,4042,0
1009,2/20/2006,38,М,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,9989,101,2240,0
1010,2/20/2006,30,М,Женат (замужем),0,Высшее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,нет,12987,128,4884,0
1011,2/21/2006,44,М,Женат (замужем),1-2,Среднее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,14015,215,4844,1
1012,2/21/2006,27,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,11411,155,3414,0
1013,2/21/2006,30,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,21271,290,6395,0
1014,2/21/2006,33,Ж,Другое,1-2,Высшее,Собственное дело,От 1 до 3 лет,Свыше 5 лет,нет,25751,206,4739,1
1015,2/21/2006,27,М,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,27713,171,5584,1
1016,2/21/2006,43,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,10306,153,3531,1
1017,2/21/2006,23,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,От 1 до 3 лет,да,10434,154,3244,0
1018,2/22/2006,31,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,9578,146,3330,0
1019,2/22/2006,48,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,18213,288,6261,1
1020,2/22/2006,48,М,Холост (незамужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,19549,214,7080,0
1021,2/22/2006,22,М,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,11728,158,3675,0
1022,2/22/2006,30,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,14572,137,2926,0
1023,2/25/2006,41,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,18632,256,8528,0
1024,2/25/2006,47,М,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,31311,130,6161,0
1025,2/25/2006,25,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,15806,234,4975,1
1026,2/25/2006,27,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,15369,257,5595,0
1027,2/25/2006,24,М,Холост (незамужем),0,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,11368,159,3655,0
1028,2/25/2006,33,Ж,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,13981,156,5084,0
1029,2/26/2006,41,Ж,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,12679,78,1650,0
1030,2/26/2006,35,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,нет,29255,103,3391,0
1031,2/26/2006,27,М,Женат (замужем),1-2,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,9106,96,3277,1
1032,2/26/2006,46,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,11608,194,4478,1
1033,2/26/2006,42,М,Другое,1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,21134,99,3367,0
1034,2/26/2006,55,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,19506,265,6102,0
1035,2/26/2006,45,Ж,Другое,0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,2210,194,5301,1
1036,2/26/2006,38,М,Холост (незамужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,8130,129,2834,0
1037,2/26/2006,26,Ж,Холост (незамужем),0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,11051,129,4270,0
1038,2/26/2006,31,Ж,Женат (замужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,17116,123,4189,0
1039,2/26/2006,30,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,24381,172,5598,0
1040,2/26/2006,51,М,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,3898,112,3646,0
1041,2/26/2006,33,М,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,10751,99,3356,0
1042,2/26/2006,27,М,Женат (замужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,17553,82,2681,0
1043,2/27/2006,28,М,Холост (незамужем),0,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,да,17305,134,3511,0
1044,2/27/2006,45,М,Другое,0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,17159,189,4121,1
1045,2/27/2006,38,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,29247,257,8496,0
1046,2/27/2006,43,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,16251,145,3096,0
1047,2/27/2006,46,М,Женат (замужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,да,12773,192,5105,0
1048,2/27/2006,32,М,Другое,1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,19498,162,3442,0
1049,2/27/2006,39,Ж,Другое,1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,7213,99,2525,0
1050,2/27/2006,37,М,Женат (замужем),1-2,Высшее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,17288,273,6008,0
1051,2/27/2006,31,М,Женат (замужем),1-2,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,32091,247,6787,0
1052,2/27/2006,26,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 1 до 3 лет,От 3 до 5 лет,да,15266,224,5149,0
1053,2/27/2006,30,Ж,Женат (замужем),0,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,15266,177,5736,0
1054,2/27/2006,30,М,Женат (замужем),0,Среднее,Наемный работник,менее 1 года,Свыше 5 лет,нет,14949,138,4569,0
1055,2/27/2006,52,М,Женат (замужем),0,Среднее,Наемный работник,Свыше 5 лет,Свыше 5 лет,нет,8121,111,2462,0
1056,2/27/2006,47,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,5842,69,2286,0
1057,2/27/2006,41,М,Женат (замужем),1-2,Среднее,Собственное дело,Свыше 5 лет,Свыше 5 лет,нет,22753,74,2801,1
1058,2/28/2006,21,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,8532,132,3033,0
1059,2/28/2006,27,Ж,Другое,0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,да,9757,146,3896,1
1060,2/28/2006,34,М,Другое,0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,да,11873,205,4520,1
1061,2/28/2006,34,М,Женат (замужем),1-2,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,да,23772,79,1815,0
1062,2/28/2006,40,Ж,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,Свыше 5 лет,нет,8130,72,1724,0
1063,2/28/2006,28,М,Женат (замужем),1-2,Среднее,Наемный работник,От 1 до 3 лет,От 1 до 3 лет,да,9415,130,2775,0
1064,2/28/2006,25,М,Холост (незамужем),0,Высшее,Наемный работник,От 3 до 5 лет,От 3 до 5 лет,да,18307,282,6284,0
1065,2/28/2006,39,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,11839,138,3176,0
1066,2/28/2006,34,М,Другое,0,Высшее,Наемный работник,менее 1 года,Свыше 5 лет,нет,14640,268,5836,0
1067,2/28/2006,39,М,Женат (замужем),1-2,Высшее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,30900,207,6836,1
1068,2/28/2006,24,М,Холост (незамужем),0,Среднее,Наемный работник,От 1 до 3 лет,Свыше 5 лет,нет,9757,90,3434,0
